,label,pf_label,statement,subject,speaker,job,state,party,context
164,True,TRUE,"Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate.","diversity,elections,population",chuck-todd,MSNBC political reporter,,none,"a comment on ""Meet the Press."""
165,False,pants-fire,"If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.",religion,barack-obama,President,Illinois,democrat,interview with Canal Plus Television
166,True,TRUE,"This months special session will cost the state $27,300 a day just for legislators daily living expenses.","government-efficiency,state-finances",jason-isaac,Transportation consultant,Texas,republican,a tweet
167,True,TRUE,Oregon is near the top or at the top of the list when it comes to capital gains tax,"state-budget,taxes",tobias-read,state representative,Oregon,democrat,a legislative hearing
168,True,TRUE,The No. 1 issue that the American people care about is getting America back to work.,"economy,health-care",john-cornyn,Senator,Texas,republican,a televised interview
169,True,TRUE,Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.,economy,christina-romer,Chair of the president's Council of Economic Advisers,,democrat,an interview on Meet the Press.
170,True,TRUE,Veterans disability claims backlog doubled in Obamas first term.,veterans,john-cornyn,Senator,Texas,republican,a tweet
171,False,pants-fire,Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.,"elections,taxes",chain-email,,,none,a chain e-mail.
172,True,TRUE,Some businesses in Oregon are having to shrink back their businesses as a result of the law.,"corrections-and-updates,health-care",monica-wehby,Pediatric neurosurgeon,Oregon,republican,a town meeting in La Grande
173,False,pants-fire,11 straight years of no major hurricanes striking land in the United States bores a hole right through the whole climate change argument.,climate-change,rush-limbaugh,Radio host,,none,a radio show broadcast
174,False,pants-fire,Members of Congress receive full pay retirement after serving one term.,"federal-budget,income,public-service,retirement,social-security",chain-email,,,none,a message via the Internet
175,True,TRUE,The hour of sleep you lose during the change to daylight saving time might initially pose some health risks.,science,joel-keehn,,,none,a blog
176,True,TRUE,Rhode Island has the the second-most heavily deployed National Guard in the United States.,"afghanistan,iraq,military,states",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,a speech
177,False,pants-fire,"Demond Means, turnaround district superintendent for Milwaukee Public Schools, said the district needs to be gutted.",education,wisconsin-jobs-now,,Wisconsin,none,a Facebook posting.
178,False,pants-fire,"In the last 20 years, the French have not stood by the United States on foreign policy.","foreign-policy,history,military",rick-santorum,,Pennsylvania,republican,a campaign event
179,True,TRUE,"For the average middle-class family, your taxes today are lower than when I took office.","job-accomplishments,taxes",barack-obama,President,Illinois,democrat,"a speech in Scranton, Pa."
180,False,pants-fire,Attorney General Loretta Lynch was a member of Bill Clintons defense team during the 1992 Whitewater corruption probe.,"candidates-biography,crime,criminal-justice,history",viral-image,,,none,a posting on Twitter
181,False,pants-fire,"Thousands at a Manhattan rally for Donald Trump were chanting We hate Muslims, we hate blacks, we want our great country back.","diversity,islam",social-media,,,none,a viral Tweet
182,True,TRUE,"If youre a Mexican, you get sent back. ... But if youre from a noncontiguous country like the Central American countries then you can stay in the United States.","children,human-rights,immigration",henry-cuellar,U.S. Representative,Texas,democrat,"an interview on CNN's ""State of the Union"""
183,True,TRUE,"The United States actually exports more gasoline, diesel and other fuels than it imported in 2011 for the first time since, I think, 1949.",energy,robert-menendez,U.S. Senator,New Jersey,democrat,a video posted on YouTube
184,True,TRUE,Richard Burr was one of only three senators who voted against a ban on insider trading for members of Congress. And he called that vote brave.,"congress,congressional-rules,ethics,legal-issues,voting-record",deborah-ross,Democratic candidate for U.S. Senate,North Carolina,democrat,a debate
185,False,pants-fire,Christian Pastor in Vermont Sentenced to One Year in Prison After Refusing to Marry Gay Couple,"diversity,legal-issues,marriage",blog-posting,,,none,a headline on the website NewsExaminer
186,True,TRUE,The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.',economy,judd-gregg,U.S. Senator,,republican,a Senate budget hearing
187,False,pants-fire,Recent solar energy policies in Georgia have resulted in rate hikes and did not result in solar becoming any more economically viable.,energy,americans-prosperity-florida,advocacy group,Florida,none,a news release
188,True,TRUE,"Demand for transportation choice is on the rise, with 14 percent more Ohioans riding passenger trains over the past year.","federal-budget,infrastructure,transportation",ohio-department-transportation,,Ohio,none,a news release
189,True,TRUE,A poll conducted in Egypt revealed that 80 percent of Egyptians oppose receiving foreign aid from the United States.,"federal-budget,foreign-policy",barry-hinckley,,Rhode Island,republican,a story on 630WPRO.com
190,True,TRUE,18 states and the District of Columbia have voted Democratic in six consecutive presidential elections.,elections,george-will,Columnist,Maryland,columnist,"comments on Fox's ""Fox News Sunday"""
191,True,TRUE,Exporters are using a federal loophole to deceptively sell products made from cat and dog fur to U.S. consumers.,trade,hank-johnson,U.S. Congressman,Georgia,democrat,a statement
192,True,TRUE,The city of Atlanta has either the highest or second-highest average water bills in the country.,"taxes,water",carla-smith,,,none,a meeting
193,True,TRUE,Speaker Rubio supported gun restrictions that included background checks and waiting periods.,guns,charlie-crist,,Florida,democrat,a news release
194,True,TRUE,We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down.,"economy,job-accomplishments,jobs",ted-strickland,Former Ohio governor,Ohio,democrat,an interview with The Plain Dealer
195,True,TRUE,I was known as Veto Corleone for cutting spending as Florida governor.,state-budget,jeb-bush,,Florida,republican,"a meeting with business leaders in Portsmouth, N.H."
196,True,TRUE,The last time Republican U.S. Senate candidates beat more than two (incumbents) was 1980.,elections,sean-spicer,Communications Director for the Republican National Committee,,republican,"comments on CNN's ""State of the Union"""
197,True,TRUE,(John McCain) was even mentioned as a running mate with John Kerry.,elections,citizens-united-political-victory-fund,,"Washington, D.C.",republican,a TV ad
198,True,TRUE,I've cast a couple of 99-1 votes and been the lone dissenter.,candidates-biography,fred-thompson,Actor,Tennessee,republican,"a speech in Sioux City, Iowa"
199,False,pants-fire,President Obama has waived the work requirement for welfare.,welfare,rick-santorum,,Pennsylvania,republican,a convention speech
200,True,TRUE,Ninety-seven percent of the time. Thats how often Mark Warner votes with President Obama.,"message-machine-2014,voting-record",republican-party-virginia,,Virginia,republican,a web ad.
201,True,TRUE,The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.,education,brian-kemp,Secretary of State,Georgia,republican,statement
202,True,TRUE,Rhode Island is almost dead last among Northeastern states in the length of time first-degree murderers must spend in prison before theyre eligible for parole.,"crime,criminal-justice,legal-issues,states",leonidas-raptakis,State Senator,Rhode Island,democrat,a news conference
203,True,TRUE,The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.,drugs,carly-fiorina,,California,republican,the CNN Republican debate
204,True,TRUE,Barack Obama voted against born alive legislation in Illinois that was virtually identical to the federal law.,abortion,national-right-life-committee,,,none,a published piece on their Web site
205,True,TRUE,Taxpayer subsidy for the Oregon Convention Center hotel jumped $100 million in closed-door sessions,transparency,coalition-fair-budget-priorities,,Oregon,organization,a website statement
206,True,TRUE,History tells us that job growth always lags behind economic growth.,economy,barack-obama,President,Illinois,democrat,remarks from the White House
207,False,pants-fire,Hillary Clinton has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.,"candidates-biography,economy,foreign-policy,history,job-accomplishments,trade",donald-trump,President-Elect,New York,republican,a speech
208,False,pants-fire,Barbara Boxers worried about the weather instead of terrorism as the biggest threat to national security.,"candidates-biography,environment,homeland-security,message-machine,terrorism",carly-fiorina,,California,republican,a campaign commercial
209,True,TRUE,We spend three times more on entitlements and debt services than we do on defense.,"federal-budget,social-security",sarah-palin,,Alaska,republican,a Facebook posting
